production_id,well_id,date_id,oil_bbl,gas_mcf,water_bbl,downtime_hours,choke_size_64ths,tubing_pressure_psi,casing_pressure_psi
14063,WELL-0032,20240805,536.2,1050.7,790.3,0.0,36,1994,824
14064,WELL-0032,20240806,580.9,1260.4,858.3,0.0,32,1856,741
14065,WELL-0032,20240807,479.6,1051.6,710.4,0.0,24,2017,840
14066,WELL-0032,20240808,561.2,1155.3,833.4,0.0,40,1948,728
14067,WELL-0032,20240809,540.9,1228.6,805.2,0.0,36,2072,767
14068,WELL-0032,20240810,521.6,1112.7,778.4,0.0,64,2089,773
14069,WELL-0032,20240811,535.8,1128.9,801.6,0.0,28,2129,853
14070,WELL-0032,20240812,534.0,1161.1,801.0,0.0,40,1990,848
14071,WELL-0032,20240813,484.7,999.6,728.9,0.0,64,1894,766
14072,WELL-0032,20240814,479.6,1016.2,722.9,0.0,36,1959,936
14073,WELL-0032,20240815,482.3,996.5,728.8,0.0,36,2096,880
14074,WELL-0032,20240816,566.6,1322.1,858.5,0.0,40,2077,805
14075,WELL-0032,20240817,485.9,1027.3,738.0,0.0,64,1885,743
14076,WELL-0032,20240818,517.7,1053.3,788.2,0.0,48,2131,855
14077,WELL-0032,20240819,504.1,1074.8,769.6,0.0,28,1988,761
14078,WELL-0032,20240820,519.0,1122.5,794.3,0.0,20,2099,844
14079,WELL-0032,20240821,513.8,1002.1,788.2,0.0,32,2001,770
14080,WELL-0032,20240822,513.4,1035.2,789.6,0.0,48,1949,845
14081,WELL-0032,20240823,576.0,1197.5,888.1,0.0,40,1806,828
14082,WELL-0032,20240824,551.7,1131.0,852.8,0.0,48,1984,769
14083,WELL-0032,20240825,564.4,1270.0,874.7,0.0,48,1937,934
14084,WELL-0032,20240826,505.9,1009.9,786.0,0.0,64,1726,758
14085,WELL-0032,20240827,469.3,1016.3,731.0,0.0,32,1902,878
14086,WELL-0032,20240828,500.4,1062.2,781.3,0.0,32,1826,804
14087,WELL-0032,20240829,522.8,1143.7,818.4,0.0,28,1930,843
14088,WELL-0032,20240830,483.3,984.7,758.5,0.0,64,1921,869
14089,WELL-0032,20240831,503.1,1158.7,791.6,0.0,28,1954,790
14090,WELL-0032,20240901,498.8,1073.3,786.8,0.0,36,1994,843
14091,WELL-0032,20240902,272.6,497.4,431.0,11.4,24,1949,958
14092,WELL-0032,20240903,463.7,1015.0,735.1,0.0,20,2012,847
14093,WELL-0032,20240904,538.1,1116.3,855.2,0.0,36,1954,730
14094,WELL-0032,20240905,475.7,1007.6,757.9,0.0,32,1910,884
14095,WELL-0032,20240906,463.5,987.8,740.4,0.0,20,1930,888
14096,WELL-0032,20240907,478.6,1088.2,766.4,0.0,36,2115,909
14097,WELL-0032,20240908,528.7,1193.0,848.8,0.0,24,1872,804
14098,WELL-0032,20240909,529.5,1069.3,852.3,0.0,64,1910,686
14099,WELL-0032,20240910,505.3,1120.0,815.4,0.0,28,1835,693
14100,WELL-0032,20240911,483.6,1014.1,782.3,0.0,28,1944,857
14101,WELL-0032,20240912,509.0,1107.3,825.5,0.0,36,1914,827
14102,WELL-0032,20240913,485.9,1047.6,790.0,0.0,64,1930,718
14103,WELL-0032,20240914,485.9,987.7,792.2,0.0,40,2066,710
14104,WELL-0032,20240915,481.3,1000.5,786.5,0.0,48,1976,800
14105,WELL-0032,20240916,295.5,641.1,484.2,9.9,32,1920,832
14106,WELL-0032,20240917,495.6,1008.7,814.0,0.0,24,2068,731
14107,WELL-0032,20240918,442.6,980.7,729.0,0.0,64,1802,681
14108,WELL-0032,20240919,442.0,952.0,729.8,0.0,48,1657,916
14109,WELL-0032,20240920,462.4,1072.8,765.4,0.0,36,1949,764
14110,WELL-0032,20240921,469.7,1032.9,779.5,0.0,32,1749,932
14111,WELL-0032,20240922,424.5,862.7,706.3,0.0,36,1803,779
14112,WELL-0032,20240923,491.3,1012.7,819.5,0.0,24,1879,854
14113,WELL-0032,20240924,434.3,889.8,726.2,0.0,20,1894,891
14114,WELL-0032,20240925,509.3,1199.3,853.8,0.0,40,1819,742
14115,WELL-0032,20240926,467.4,1043.5,785.7,0.0,64,1799,692
14116,WELL-0032,20240927,444.1,1024.9,748.4,0.0,24,1787,803
14117,WELL-0032,20240928,417.3,890.5,705.0,0.0,24,2131,781
14118,WELL-0032,20240929,463.5,1047.5,785.1,0.0,36,1892,777
14119,WELL-0032,20240930,440.9,894.7,748.8,0.0,36,1846,857
14120,WELL-0032,20241001,447.2,1024.5,761.4,0.0,36,1900,632
14121,WELL-0032,20241002,450.4,952.7,768.9,0.0,20,1867,760
14122,WELL-0032,20241003,487.8,1070.5,834.8,0.0,32,1829,762
14123,WELL-0032,20241004,411.4,908.6,705.9,0.0,20,2040,733
14124,WELL-0032,20241005,485.5,1028.4,835.2,0.0,28,1860,772
14125,WELL-0032,20241006,438.6,928.2,756.4,0.0,48,1711,816
14126,WELL-0032,20241007,460.1,1019.0,795.7,0.0,32,1934,843
14127,WELL-0032,20241008,445.5,916.1,772.3,0.0,40,2007,648
14128,WELL-0032,20241009,381.2,902.8,662.5,0.0,64,1870,781
14129,WELL-0032,20241010,406.6,832.3,708.5,0.0,24,1893,789
14130,WELL-0032,20241011,492.3,1071.7,860.1,0.0,20,1690,818
14131,WELL-0032,20241012,392.6,889.7,687.7,0.0,40,1809,861
14132,WELL-0032,20241013,469.3,1022.1,824.1,0.0,20,1843,759
14133,WELL-0032,20241014,421.8,884.2,742.7,0.0,64,1869,590
14134,WELL-0032,20241015,447.5,893.0,790.0,0.0,48,1945,754
14135,WELL-0032,20241016,439.9,948.0,778.7,0.0,40,1829,749
14136,WELL-0032,20241017,423.5,943.2,751.5,0.0,20,1806,814
14137,WELL-0032,20241018,451.1,985.8,802.7,0.0,32,1935,748
14138,WELL-0032,20241019,487.3,1041.3,869.3,0.0,40,1649,729
14139,WELL-0032,20241020,434.6,986.0,777.3,0.0,28,1925,844
14140,WELL-0032,20241021,418.9,948.9,751.2,0.0,40,1775,766
14141,WELL-0032,20241022,465.6,1053.1,837.1,0.0,20,1849,781
14142,WELL-0032,20241023,378.8,823.4,682.8,0.0,32,1815,843
14143,WELL-0032,20241024,399.9,860.8,722.8,0.0,24,1906,924
14144,WELL-0032,20241025,442.5,983.1,801.8,0.0,40,1981,618
14145,WELL-0032,20241026,389.4,891.5,707.5,0.0,24,1958,856
14146,WELL-0032,20241027,442.4,972.8,806.0,0.0,20,1848,1016
14147,WELL-0032,20241028,464.6,1008.4,848.5,0.0,40,1629,813
14148,WELL-0032,20241029,409.3,956.1,749.6,0.0,24,1947,762
14149,WELL-0032,20241030,385.4,844.4,707.5,0.0,48,1861,728
14150,WELL-0032,20241031,431.9,930.8,795.1,0.0,36,1728,730
14151,WELL-0032,20241101,431.8,954.7,796.9,0.0,40,1686,755
14152,WELL-0032,20241102,472.8,1051.5,875.0,0.0,64,2028,785
14153,WELL-0032,20241103,437.1,980.6,811.0,0.0,36,1988,772
14154,WELL-0032,20241104,423.3,962.2,787.5,0.0,32,1760,813
14155,WELL-0032,20241105,411.6,819.2,767.8,0.0,32,1724,783
14156,WELL-0032,20241106,90.9,201.8,170.1,19.4,64,2080,878
14157,WELL-0032,20241107,375.3,768.5,703.8,0.0,32,1938,911
14158,WELL-0032,20241108,406.6,892.5,764.5,0.0,32,1873,758
14159,WELL-0032,20241109,419.6,943.3,790.9,0.0,40,1762,786
14160,WELL-0032,20241110,401.8,918.3,759.4,0.0,24,1849,699
14161,WELL-0032,20241111,394.7,832.2,747.9,0.0,24,1821,757
14162,WELL-0032,20241112,419.8,944.4,797.6,0.0,20,2044,979
14163,WELL-0032,20241113,442.6,941.2,843.3,0.0,48,1735,788
14164,WELL-0032,20241114,441.4,1000.7,843.2,0.0,64,1922,831
14165,WELL-0032,20241115,419.3,1043.8,803.1,0.0,28,1657,811
14166,WELL-0032,20241116,423.1,873.9,812.6,0.0,40,1974,756
14167,WELL-0032,20241117,419.7,936.7,808.1,0.0,24,2040,807
14168,WELL-0032,20241118,379.7,911.1,733.0,0.0,32,2000,773
14169,WELL-0032,20241119,389.3,771.9,753.7,0.0,32,1862,680
14170,WELL-0032,20241120,443.6,951.3,861.0,0.0,28,1914,793
14171,WELL-0032,20241121,432.6,1019.7,841.9,0.0,40,1764,797
14172,WELL-0032,20241122,409.0,941.0,798.2,0.0,24,1932,708
14173,WELL-0032,20241123,379.1,853.1,741.8,0.0,24,1837,774
14174,WELL-0032,20241124,389.7,919.3,764.6,0.0,48,1860,619
14175,WELL-0032,20241125,396.5,967.6,780.0,0.0,32,1925,866
14176,WELL-0032,20241126,385.8,859.4,761.1,0.0,28,1839,878
14177,WELL-0032,20241127,426.3,978.7,843.1,0.0,36,2002,757
14178,WELL-0032,20241128,395.0,872.8,783.3,0.0,48,1829,808
14179,WELL-0032,20241129,406.1,817.3,807.5,0.0,36,2006,690
14180,WELL-0032,20241130,416.5,931.8,830.4,0.0,32,1811,794
14181,WELL-0032,20241201,373.3,849.0,746.4,0.0,32,1815,874
14182,WELL-0032,20241202,405.4,866.5,812.8,0.0,28,1806,813
14183,WELL-0032,20241203,417.6,944.9,839.5,0.0,36,1907,685
14184,WELL-0032,20241204,388.0,862.0,782.0,0.0,24,1885,756
14185,WELL-0032,20241205,166.7,350.8,336.9,13.5,32,1887,651
14186,WELL-0032,20241206,381.2,798.1,772.5,0.0,36,1893,653
14187,WELL-0032,20241207,394.4,853.0,801.5,0.0,48,1784,781
14188,WELL-0032,20241208,377.4,763.3,768.9,0.0,48,1881,771
14189,WELL-0032,20241209,395.8,925.5,808.6,0.0,64,1661,726
14190,WELL-0032,20241210,29.4,64.7,60.2,22.1,28,1953,654
14191,WELL-0032,20241211,340.5,730.8,699.4,0.0,20,2029,725
14192,WELL-0032,20241212,399.5,914.0,822.9,0.0,28,1978,636
14193,WELL-0032,20241213,393.6,859.4,812.9,0.0,36,1977,754
14194,WELL-0032,20241214,366.8,835.5,759.6,0.0,32,1726,780
14195,WELL-0032,20241215,367.3,889.0,762.8,0.0,20,1583,639
14196,WELL-0032,20241216,373.3,837.3,777.5,0.0,64,1814,816
14197,WELL-0032,20241217,416.1,906.0,869.0,0.0,48,1860,695
14198,WELL-0032,20241218,368.2,761.0,771.0,0.0,36,1806,746
14199,WELL-0032,20241219,380.2,744.6,798.3,0.0,24,1978,782
14200,WELL-0032,20241220,369.1,815.6,777.1,0.0,36,1776,770
14201,WELL-0032,20241221,379.7,812.0,801.6,0.0,20,1708,877
14202,WELL-0032,20241222,392.6,800.1,831.1,0.0,24,1903,630
14203,WELL-0032,20241223,392.7,843.4,833.8,0.0,20,1729,829
14204,WELL-0032,20241224,393.9,882.6,838.6,0.0,24,1537,640
14205,WELL-0032,20241225,394.1,892.3,841.3,0.0,40,1724,842
14206,WELL-0032,20241226,352.6,864.1,754.7,0.0,48,1844,730
14207,WELL-0032,20241227,363.9,819.2,781.1,0.0,28,1746,892
14208,WELL-0032,20241228,369.1,817.4,794.6,0.0,48,1862,906
14209,WELL-0032,20241229,393.7,885.3,849.9,0.0,64,1909,769
14210,WELL-0032,20241230,366.6,788.9,793.5,0.0,48,2063,738
14211,WELL-0032,20241231,394.6,881.2,856.5,0.0,48,1817,625
14212,WELL-0032,20250101,389.4,819.1,847.6,0.0,48,1937,639
14213,WELL-0032,20250102,349.5,732.9,762.8,0.0,32,1781,801
14214,WELL-0032,20250103,368.1,760.4,805.6,0.0,32,1626,809
14215,WELL-0032,20250104,389.5,890.2,854.9,0.0,48,1883,760
14216,WELL-0032,20250105,402.6,987.7,886.1,0.0,40,1977,867
14217,WELL-0032,20250106,354.0,762.6,781.2,0.0,36,1566,827
14218,WELL-0032,20250107,387.9,822.0,858.5,0.0,36,1720,810
14219,WELL-0032,20250108,380.8,827.9,845.2,0.0,32,1716,730
14220,WELL-0032,20250109,389.4,842.5,866.6,0.0,32,1854,686
14221,WELL-0032,20250110,364.0,825.8,812.3,0.0,24,1802,763
14222,WELL-0032,20250111,391.2,888.9,875.7,0.0,48,2012,750
14223,WELL-0032,20250112,355.2,803.4,797.2,0.0,40,1830,768
14224,WELL-0032,20250113,378.7,795.5,852.4,0.0,36,1881,702
14225,WELL-0032,20250114,361.5,778.0,815.9,0.0,20,1944,719
14226,WELL-0032,20250115,369.3,812.6,835.8,0.0,36,1943,771
14227,WELL-0032,20250116,333.8,792.4,757.8,0.0,48,2066,758
14228,WELL-0032,20250117,398.5,881.4,907.1,0.0,24,1531,738
14229,WELL-0032,20250118,396.7,881.4,905.7,0.0,40,1620,709
14230,WELL-0032,20250119,334.3,727.2,765.4,0.0,24,1556,831
14231,WELL-0032,20250120,387.8,855.7,890.4,0.0,40,1580,788
14232,WELL-0032,20250121,348.3,739.9,802.0,0.0,28,1897,808
14233,WELL-0032,20250122,332.5,720.9,767.7,0.0,24,1816,729
14234,WELL-0032,20250123,355.0,809.5,822.1,0.0,32,1890,996
14235,WELL-0032,20250124,343.2,731.9,796.9,0.0,24,1660,593
14236,WELL-0032,20250125,353.6,829.0,823.4,0.0,24,1637,771
14237,WELL-0032,20250126,332.0,725.7,775.4,0.0,64,1835,695
14238,WELL-0032,20250127,364.2,839.0,853.0,0.0,40,1836,742
14239,WELL-0032,20250128,331.3,693.5,778.1,0.0,64,1767,784
14240,WELL-0032,20250129,373.6,875.2,880.0,0.0,32,1851,811
14241,WELL-0032,20250130,325.0,730.2,767.7,0.0,64,1803,739
14242,WELL-0032,20250131,371.4,829.4,879.9,0.0,40,1733,733
14243,WELL-0032,20250201,360.9,813.1,857.5,0.0,40,1773,817
14244,WELL-0032,20250202,371.0,811.6,884.1,0.0,40,1824,574
14245,WELL-0032,20250203,360.3,831.2,861.1,0.0,28,1663,717
14246,WELL-0032,20250204,343.0,781.1,822.0,0.0,28,1759,830
14247,WELL-0032,20250205,331.8,704.9,797.5,0.0,28,1726,848
14248,WELL-0032,20250206,302.7,638.3,729.6,0.0,64,1939,685
14249,WELL-0032,20250207,327.5,664.5,791.7,0.0,24,1619,733
14250,WELL-0032,20250208,323.8,734.2,785.0,0.0,40,1749,677
14251,WELL-0032,20250209,348.0,876.2,846.2,0.0,20,1884,796
14252,WELL-0032,20250210,314.2,710.2,766.4,0.0,24,1599,699
14253,WELL-0032,20250211,323.3,686.4,790.6,0.0,64,1867,752
14254,WELL-0032,20250212,337.5,751.7,827.8,0.0,24,1717,798
14255,WELL-0032,20250213,336.8,730.2,828.6,0.0,36,1675,842
14256,WELL-0032,20250214,361.6,819.4,892.2,0.0,28,1505,743
14257,WELL-0032,20250215,288.8,620.7,714.6,0.0,24,1805,749
14258,WELL-0032,20250216,341.4,792.2,847.3,0.0,64,1728,851
14259,WELL-0032,20250217,340.9,754.3,848.5,0.0,20,1746,820
14260,WELL-0032,20250218,341.2,797.5,851.7,0.0,24,1812,687
14261,WELL-0032,20250219,353.1,733.7,884.2,0.0,64,1710,646
14262,WELL-0032,20250220,352.1,783.5,884.2,0.0,32,1643,744
14263,WELL-0032,20250221,295.7,654.5,744.8,0.0,36,1626,865
14264,WELL-0032,20250222,312.5,743.5,789.3,2.5,36,1950,740
14265,WELL-0032,20250223,332.0,778.4,841.0,0.0,48,1804,833
14266,WELL-0032,20250224,347.6,799.2,883.2,0.0,64,1567,682
14267,WELL-0032,20250225,335.6,742.8,855.2,0.0,36,2000,672
14268,WELL-0032,20250226,311.3,709.2,795.6,0.0,40,1806,869
14269,WELL-0032,20250227,346.8,784.5,889.1,0.0,24,1625,623
14270,WELL-0032,20250228,311.2,749.5,800.3,0.0,28,1814,697
14271,WELL-0032,20250301,345.5,791.4,891.1,0.0,32,1731,835
14272,WELL-0032,20250302,354.1,830.7,915.9,0.0,28,1627,658
14273,WELL-0032,20250303,323.6,696.7,839.6,0.0,36,1730,749
14274,WELL-0032,20250304,334.5,692.3,870.6,0.0,24,1679,726
14275,WELL-0032,20250305,316.4,692.0,825.8,0.0,24,1737,788
14276,WELL-0032,20250306,347.7,829.8,910.3,0.0,20,2029,682
14277,WELL-0032,20250307,339.2,747.3,890.7,0.0,48,1781,605
14278,WELL-0032,20250308,326.5,759.1,859.8,0.0,40,1638,832
14279,WELL-0032,20250309,306.0,673.4,808.2,0.0,32,1859,657
14280,WELL-0032,20250310,320.3,708.3,848.7,0.0,24,1634,629
14281,WELL-0032,20250311,316.4,740.4,840.8,0.0,36,1555,668
14282,WELL-0032,20250312,311.6,675.4,830.6,0.0,48,1558,544
14283,WELL-0032,20250313,302.9,723.8,809.9,0.0,20,1690,650
14284,WELL-0032,20250314,352.3,874.6,944.8,0.0,24,1716,651
14285,WELL-0032,20250315,300.7,710.3,809.0,0.0,64,1893,597
14286,WELL-0032,20250316,298.6,689.7,805.7,0.0,28,1669,680
14287,WELL-0032,20250317,294.3,620.6,796.5,0.0,20,1693,777
14288,WELL-0032,20250318,304.7,642.2,827.0,0.0,32,1429,830
14289,WELL-0032,20250319,287.5,659.7,782.8,0.0,20,1667,725
14290,WELL-0032,20250320,306.6,655.4,837.5,0.0,40,1818,627
14291,WELL-0032,20250321,286.0,686.5,783.5,0.0,36,1853,705
14292,WELL-0032,20250322,304.2,701.5,836.0,0.0,20,1761,758
14293,WELL-0032,20250323,294.3,633.2,811.3,0.0,40,1763,743
14294,WELL-0032,20250324,334.3,711.8,924.4,0.0,36,1804,706
14295,WELL-0032,20250325,303.4,661.5,841.5,0.0,48,1632,696
14296,WELL-0032,20250326,323.4,727.6,899.6,0.0,20,1723,666
14297,WELL-0032,20250327,366.8,812.4,1023.6,0.0,48,1688,714
14298,WELL-0032,20250328,326.7,832.3,914.6,0.0,32,1512,811
14299,WELL-0032,20250329,290.2,675.3,814.8,0.0,64,1761,734
14300,WELL-0032,20250330,308.2,714.1,868.1,0.0,64,1575,800
14301,WELL-0032,20250331,314.7,772.9,889.3,0.0,32,1545,735
14302,WELL-0032,20250401,307.4,766.4,871.3,0.0,64,1708,726
14303,WELL-0032,20250402,337.9,749.6,960.5,0.0,32,1739,609
14304,WELL-0032,20250403,339.6,661.5,968.4,0.0,40,1603,669
14305,WELL-0032,20250404,320.4,733.2,916.6,0.0,28,1757,674
14306,WELL-0032,20250405,317.9,679.9,912.3,0.0,32,1611,652
14307,WELL-0032,20250406,329.7,745.9,949.2,0.0,40,1725,751
14308,WELL-0032,20250407,312.7,688.2,903.1,0.0,28,1658,846
14309,WELL-0032,20250408,291.9,675.4,845.6,0.0,48,1834,848
14310,WELL-0032,20250409,331.3,751.2,962.8,0.0,40,1604,784
14311,WELL-0032,20250410,299.6,653.1,873.5,0.0,36,1799,621
14312,WELL-0032,20250411,315.5,594.6,922.8,0.0,24,1773,683
14313,WELL-0032,20250412,304.5,727.9,893.4,0.0,28,1862,724
14314,WELL-0032,20250413,335.6,776.3,987.7,0.0,24,1747,741
14315,WELL-0032,20250414,314.3,682.3,928.0,0.0,20,1414,738
14316,WELL-0032,20250415,310.7,739.1,920.2,0.0,32,1801,824
14317,WELL-0032,20250416,299.1,699.4,888.8,0.0,24,1556,767
14318,WELL-0032,20250417,293.5,715.8,874.7,0.0,40,1658,933
14319,WELL-0032,20250418,262.8,627.1,785.7,0.0,36,1670,677
14320,WELL-0032,20250419,329.5,819.9,988.6,0.0,64,1636,812
14321,WELL-0032,20250420,308.0,704.3,927.1,0.0,24,1869,626
14322,WELL-0032,20250421,292.0,608.7,881.5,0.0,48,1728,581
14323,WELL-0032,20250422,292.9,686.2,887.0,0.0,36,1742,711
14324,WELL-0032,20250423,327.4,739.1,994.9,0.0,20,1678,727
14325,WELL-0032,20250424,289.2,676.7,881.5,0.0,24,1740,555
14326,WELL-0032,20250425,281.4,658.3,860.6,0.0,48,1709,527
14327,WELL-0032,20250426,331.5,760.7,1017.1,0.0,20,1680,586
14328,WELL-0032,20250427,302.1,681.2,929.8,0.0,20,1645,777
14329,WELL-0032,20250428,282.3,638.7,871.8,0.0,36,1530,856
14330,WELL-0032,20250429,326.8,759.8,1012.6,0.0,36,1750,584
14331,WELL-0032,20250430,296.2,628.4,920.6,0.0,32,1633,869
14332,WELL-0032,20250501,302.6,688.9,943.6,0.0,24,1808,840
14333,WELL-0032,20250502,301.5,628.4,943.2,0.0,32,1766,657
14334,WELL-0032,20250503,294.7,706.6,925.0,0.0,20,1749,658
14335,WELL-0032,20250504,300.3,677.4,945.8,0.0,48,1763,731
14336,WELL-0032,20250505,201.5,451.1,636.7,7.6,64,1386,626
14337,WELL-0032,20250506,282.3,617.3,894.8,0.0,32,1635,517
14338,WELL-0032,20250507,285.9,686.8,909.2,0.0,32,1854,671
14339,WELL-0032,20250508,306.9,738.4,979.2,0.0,64,1637,726
14340,WELL-0032,20250509,288.0,701.9,922.1,0.0,36,1411,767
14341,WELL-0032,20250510,292.2,657.4,938.4,0.0,40,1633,649
14342,WELL-0032,20250511,288.0,666.8,928.3,0.0,40,1840,717
14343,WELL-0032,20250512,313.1,750.4,1012.4,0.0,28,1803,567
14344,WELL-0032,20250513,289.8,712.5,940.3,0.0,36,1590,775
14345,WELL-0032,20250514,288.0,649.3,937.4,0.0,40,1535,683
14346,WELL-0032,20250515,265.8,640.3,868.2,0.0,32,1551,722
14347,WELL-0032,20250516,308.6,692.5,1011.2,0.0,32,1745,550
14348,WELL-0032,20250517,297.5,674.7,978.3,0.0,20,1511,769
14349,WELL-0032,20250518,282.5,634.5,932.0,0.0,64,1724,632
14350,WELL-0032,20250519,299.4,726.8,991.2,0.0,48,1674,804
14351,WELL-0032,20250520,278.1,596.5,923.7,0.0,24,1806,579
14352,WELL-0032,20250521,315.7,772.4,1052.1,0.0,40,1745,755
14353,WELL-0032,20250522,279.5,624.8,934.7,0.0,48,1611,670
14354,WELL-0032,20250523,282.0,621.0,946.1,0.0,48,1697,715
14355,WELL-0032,20250524,252.1,591.0,848.6,0.0,20,1581,729
14356,WELL-0032,20250525,283.1,629.5,956.5,0.0,40,1615,685
14357,WELL-0032,20250526,293.5,758.8,995.0,0.0,32,1636,625
14358,WELL-0032,20250527,261.3,661.0,888.9,0.0,36,1513,718
14359,WELL-0032,20250528,286.2,627.5,976.8,0.0,40,1521,630
14360,WELL-0032,20250529,288.4,725.4,987.6,0.0,28,1791,706
14361,WELL-0032,20250530,241.9,623.4,831.2,0.0,32,1761,723
14362,WELL-0032,20250531,290.0,654.6,999.9,0.0,32,1573,671
14363,WELL-0032,20250601,292.7,714.1,1012.9,0.0,32,1901,703
14364,WELL-0032,20250602,279.0,707.1,968.9,0.0,36,1553,729
14365,WELL-0032,20250603,297.6,721.5,1036.8,0.0,24,1576,761
14366,WELL-0032,20250604,277.1,611.5,968.6,0.0,36,1612,632
14367,WELL-0032,20250605,279.3,677.0,979.9,0.0,28,1924,736
14368,WELL-0032,20250606,279.8,679.8,985.0,0.0,32,1817,664
14369,WELL-0032,20250607,263.0,592.1,929.0,0.0,48,1701,678
14370,WELL-0032,20250608,288.2,715.6,1021.8,0.0,28,1652,765
14371,WELL-0032,20250609,274.4,636.5,976.1,0.0,64,1557,735
14372,WELL-0032,20250610,248.4,584.1,886.7,0.0,48,1474,715
14373,WELL-0032,20250611,250.7,570.7,898.3,0.0,32,1576,703
14374,WELL-0032,20250612,280.4,658.1,1008.2,0.0,36,1587,737
14375,WELL-0032,20250613,262.4,625.2,946.6,0.0,36,1697,731
14376,WELL-0032,20250614,270.3,636.3,978.8,0.0,20,1494,743
14377,WELL-0032,20250615,250.5,558.7,910.4,0.0,32,1730,631
14378,WELL-0032,20250616,265.3,620.3,967.6,0.0,64,1493,736
14379,WELL-0032,20250617,263.9,561.7,965.8,0.0,28,1639,741
14380,WELL-0032,20250618,256.3,563.5,941.3,0.0,24,1672,686
14381,WELL-0032,20250619,266.4,615.9,982.0,0.0,40,1637,638
14382,WELL-0032,20250620,284.3,665.2,1051.8,0.0,36,1572,571
14383,WELL-0032,20250621,285.0,701.2,1057.9,0.0,20,1445,629
14384,WELL-0032,20250622,301.0,694.2,1121.4,0.0,24,1472,566
14385,WELL-0032,20250623,269.1,605.6,1006.0,0.0,20,1646,791
14386,WELL-0032,20250624,244.4,578.5,917.0,0.0,64,1632,855
14387,WELL-0032,20250625,275.0,645.1,1035.8,0.0,64,1831,734
14388,WELL-0032,20250626,274.2,628.3,1036.3,0.0,64,1678,656
14389,WELL-0032,20250627,232.4,571.4,881.5,0.0,48,1543,726
14390,WELL-0032,20250628,238.9,582.9,909.7,0.0,48,1690,620
14391,WELL-0032,20250629,273.0,698.4,1043.1,0.0,36,1658,884
14392,WELL-0032,20250630,245.0,560.9,939.9,0.0,20,1590,758
14393,WELL-0033,20240202,1305.9,3269.9,1063.1,0.0,20,2149,890
14394,WELL-0033,20240203,1407.3,3953.4,1148.5,0.0,64,2201,911
14395,WELL-0033,20240204,1426.4,3773.1,1166.9,0.0,48,2091,916
14396,WELL-0033,20240205,1547.3,3769.7,1268.9,0.0,24,2432,998
14397,WELL-0033,20240206,1488.5,4375.5,1223.6,0.0,40,2102,759
14398,WELL-0033,20240207,1387.7,3839.2,1143.5,0.0,28,2370,975
14399,WELL-0033,20240208,1587.6,4189.9,1311.4,0.0,28,2248,927
14400,WELL-0033,20240209,1504.9,3909.8,1246.1,0.0,48,2212,1009
14401,WELL-0033,20240210,1559.5,3734.1,1294.5,0.0,32,2134,906
14402,WELL-0033,20240211,1315.9,3689.6,1094.9,0.0,24,2196,799
14403,WELL-0033,20240212,1453.3,3989.5,1212.2,0.0,48,2119,929
14404,WELL-0033,20240213,1430.7,3678.6,1196.2,0.0,20,2232,785
14405,WELL-0033,20240214,1352.2,3546.4,1133.3,0.0,20,2224,1041
14406,WELL-0033,20240215,1240.0,3333.0,1041.7,0.0,32,2176,893
14407,WELL-0033,20240216,1415.3,3927.2,1192.0,0.0,40,2127,788
14408,WELL-0033,20240217,1186.9,3155.7,1002.0,0.0,48,2176,1026
14409,WELL-0033,20240218,1292.5,3683.1,1093.8,0.0,28,2009,1038
14410,WELL-0033,20240219,1331.4,3712.1,1129.4,0.0,48,2096,818
14411,WELL-0033,20240220,1211.9,3226.1,1030.6,0.0,40,2092,796
14412,WELL-0033,20240221,1293.8,3252.5,1102.9,0.0,36,2018,907
14413,WELL-0033,20240222,1256.0,3400.0,1073.2,0.0,28,2328,916
14414,WELL-0033,20240223,1343.7,3702.9,1150.9,0.0,36,2075,822
14415,WELL-0033,20240224,1302.4,3693.5,1118.3,0.0,64,2265,930
14416,WELL-0033,20240225,1243.1,3159.2,1069.9,0.0,64,2174,989
14417,WELL-0033,20240226,1341.3,3642.5,1157.2,0.0,36,1923,869
14418,WELL-0033,20240227,1228.0,3192.1,1062.1,0.0,32,2160,918
14419,WELL-0033,20240228,1264.8,3205.6,1096.5,0.0,64,2132,1036
14420,WELL-0033,20240229,1221.1,3145.2,1061.1,0.0,40,2162,896
14421,WELL-0033,20240301,1199.5,2977.4,1044.9,0.0,20,2079,879
14422,WELL-0033,20240302,1097.7,2992.6,958.6,0.0,36,2108,787
14423,WELL-0033,20240303,1229.3,3569.2,1076.1,0.0,48,2176,809
14424,WELL-0033,20240304,1196.9,2932.6,1050.2,0.0,64,2271,757
14425,WELL-0033,20240305,1184.1,3370.3,1041.5,0.0,28,2310,880
14426,WELL-0033,20240306,1242.3,3560.1,1095.3,0.0,64,2216,844
14427,WELL-0033,20240307,1211.6,3138.2,1070.8,0.0,32,2171,803
14428,WELL-0033,20240308,1135.0,3291.9,1005.6,0.0,32,2240,898
14429,WELL-0033,20240309,1283.7,3800.1,1140.1,0.0,48,2160,853
14430,WELL-0033,20240310,1148.2,3279.4,1022.2,0.0,36,2171,838
14431,WELL-0033,20240311,1116.9,2905.9,996.7,0.0,32,2312,892
14432,WELL-0033,20240312,1131.6,2657.2,1012.3,0.0,28,2108,1011
14433,WELL-0033,20240313,1150.9,2985.7,1032.0,0.0,48,2210,991
